"timestamp","user.slice/user-99520.slice/user@99520.service/app.slice/app-firefox-56677d05c1114b53b946b301503537ea.scope::memory.stat::pagetables","user.slice/user-99520.slice/user@99520.service/app.slice/app-firefox-56677d05c1114b53b946b301503537ea.scope::memory.stat::file","user.slice/user-99520.slice/user@99520.service/app.slice/app-firefox-56677d05c1114b53b946b301503537ea.scope::memory.stat::shmem","user.slice/user-99520.slice/user@99520.service/app.slice/app-firefox-56677d05c1114b53b946b301503537ea.scope::memory.stat::anon","user.slice/user-99520.slice/user@99520.service/app.slice/app-firefox-56677d05c1114b53b946b301503537ea.scope::memory.stat::percpu","user.slice/user-99520.slice/user@99520.service/app.slice/app-firefox-56677d05c1114b53b946b301503537ea.scope::memory.stat::sock","user.slice/user-99520.slice/user@99520.service/app.slice/app-firefox-56677d05c1114b53b946b301503537ea.scope::memory.stat::kernel_stack"
"2023-02-09T09:47:19+01:00",19.3,443.1,300.2,1436.6,0.0,0.0,6.5
"2023-02-09T09:48:21+01:00",19.4,488.1,345.2,1576.2,0.0,0.0,6.5
"2023-02-09T09:49:29+01:00",20.3,466.9,316.2,1834.1,0.0,0.1,6.8
"2023-02-09T09:50:29+01:00",20.8,470.6,323.2,1937.8,0.0,0.1,6.7
"2023-02-09T09:51:21+01:00",22.7,495.3,320.9,2176.1,0.0,0.1,7.2
"2023-02-09T09:52:50+01:00",18.4,493.9,315.4,1757.9,0.0,0.1,5.9
"2023-02-09T09:53:29+01:00",20.3,504.1,292.4,1895.2,0.0,0.1,6.4
"2023-02-09T09:54:21+01:00",21.5,562.0,351.2,1910.6,0.0,0.1,6.7
"2023-02-09T09:55:29+01:00",21.3,545.1,335.1,1782.9,0.0,0.1,6.7
"2023-02-09T09:56:21+01:00",21.5,513.1,316.0,1855.7,0.0,0.1,6.7
"2023-02-09T09:57:21+01:00",19.6,527.7,318.5,1680.4,0.0,0.1,6.2
"2023-02-09T09:58:50+01:00",19.4,526.1,318.5,1663.8,0.0,0.1,6.1
"2023-02-09T09:59:29+01:00",19.6,542.1,325.0,1276.1,0.0,0.1,6.8
"2023-02-09T10:00:02+01:00",19.7,538.2,324.8,1280.1,0.0,0.1,6.6
"2023-02-09T10:01:03+01:00",19.7,537.7,324.8,1281.1,0.0,0.1,6.6
"2023-02-09T10:02:29+01:00",19.7,537.7,324.8,1284.6,0.0,0.1,6.6
"2023-02-09T10:03:20+01:00",19.7,537.8,324.8,1296.1,0.0,0.1,6.6
"2023-02-09T10:04:50+01:00",19.7,537.8,324.8,1279.9,0.0,0.1,6.5
"2023-02-09T10:05:29+01:00",19.7,537.8,324.8,1281.9,0.0,0.1,6.5
"2023-02-09T10:06:20+01:00",19.7,537.8,324.8,1285.1,0.0,0.1,6.5
"2023-02-09T10:07:29+01:00",19.7,537.8,324.8,1288.0,0.0,0.1,6.5
"2023-02-09T10:08:14+01:00",19.7,537.8,324.8,1292.9,0.0,0.1,6.5
"2023-02-09T10:09:20+01:00",19.7,537.7,324.8,1299.6,0.0,0.1,6.5
"2023-02-09T10:10:50+01:00",19.7,537.7,324.8,1305.0,0.0,0.1,6.5
"2023-02-09T10:11:21+01:00",19.7,537.7,324.8,1306.4,0.0,0.1,6.5
"2023-02-09T10:12:20+01:00",19.7,537.7,324.8,1309.7,0.0,0.1,6.5
"2023-02-09T10:13:29+01:00",19.7,537.7,324.8,1316.4,0.0,0.1,6.5
"2023-02-09T10:14:29+01:00",19.7,539.0,326.1,1387.9,0.0,0.1,6.5
"2023-02-09T10:15:21+01:00",18.7,539.7,326.8,1271.0,0.0,0.1,6.1
"2023-02-09T10:16:21+01:00",18.7,539.7,326.8,1276.2,0.0,0.1,6.1
"2023-02-09T10:17:29+01:00",18.7,539.7,326.8,1279.9,0.0,0.1,6.1
"2023-02-09T10:18:21+01:00",18.7,542.2,327.3,1286.0,0.0,0.1,6.1
"2023-02-09T10:19:29+01:00",18.7,542.0,327.3,1323.8,0.0,0.1,6.1
"2023-02-09T10:20:29+01:00",18.7,542.0,327.3,1261.9,0.0,0.1,6.1
"2023-02-09T10:21:19+01:00",18.7,542.1,327.3,1264.8,0.0,0.1,6.1
"2023-02-09T10:22:50+01:00",18.7,542.3,327.3,1270.9,0.0,0.1,6.1
"2023-02-09T10:23:29+01:00",18.8,542.3,327.3,1272.8,0.0,0.1,6.1
"2023-02-09T10:24:21+01:00",18.8,542.3,327.3,1279.1,0.0,0.1,6.1
"2023-02-09T10:25:29+01:00",18.8,542.3,327.3,1283.0,0.0,0.1,6.1
"2023-02-09T10:26:21+01:00",18.8,542.3,327.3,1285.7,0.0,0.1,6.1
"2023-02-09T10:27:21+01:00",18.8,542.4,327.3,1288.9,0.0,0.1,6.1
"2023-02-09T10:28:50+01:00",18.9,579.7,327.9,1360.0,0.0,0.1,6.2
"2023-02-09T10:29:29+01:00",19.0,578.8,327.9,1358.2,0.0,0.1,6.2
"2023-02-09T10:30:21+01:00",19.0,578.5,327.5,1358.7,0.0,0.1,6.1
"2023-02-09T10:31:21+01:00",19.0,578.5,327.5,1356.3,0.0,0.1,6.1
"2023-02-09T10:32:29+01:00",19.0,578.5,327.5,1357.7,0.0,0.1,6.1
"2023-02-09T10:33:21+01:00",18.9,578.2,327.5,1315.0,0.0,0.1,6.1
"2023-02-09T10:34:50+01:00",19.4,580.4,329.6,1452.7,0.0,0.1,6.2
"2023-02-09T10:35:29+01:00",19.4,580.4,329.6,1392.3,0.0,0.1,6.1
"2023-02-09T10:36:21+01:00",19.4,580.4,329.6,1395.7,0.0,0.1,6.1
"2023-02-09T10:37:29+01:00",19.4,580.4,329.6,1400.3,0.0,0.1,6.1
"2023-02-09T10:38:14+01:00",19.4,580.5,329.6,1408.1,0.0,0.1,6.2
"2023-02-09T10:39:20+01:00",19.5,579.2,328.2,1448.0,0.0,0.1,6.2
"2023-02-09T10:40:50+01:00",19.5,579.2,328.2,1431.6,0.0,0.1,6.1
"2023-02-09T10:41:21+01:00",19.5,579.2,328.2,1434.4,0.0,0.1,6.2
"2023-02-09T10:42:21+01:00",19.6,579.2,328.2,1439.2,0.0,0.1,6.1
"2023-02-09T10:43:29+01:00",20.5,597.8,319.2,1522.3,0.0,0.1,6.7
"2023-02-09T10:44:50+01:00",20.8,613.6,328.8,1623.0,0.0,0.1,6.9
"2023-02-09T10:45:11+01:00",20.9,614.4,329.5,1642.7,0.0,0.1,7.0
"2023-02-09T10:46:21+01:00",20.9,614.1,329.4,1648.1,0.0,0.1,6.9
"2023-02-09T10:47:29+01:00",21.0,614.1,329.4,1651.1,0.0,0.1,6.8
"2023-02-09T10:48:02+01:00",21.0,613.2,328.6,1689.1,0.0,0.1,6.9
"2023-02-09T10:49:29+01:00",20.5,612.8,328.5,1460.9,0.0,0.1,6.8
"2023-02-09T10:50:50+01:00",20.4,612.8,328.5,1323.4,0.0,0.1,6.8
"2023-02-09T10:51:21+01:00",20.4,612.8,328.5,1302.9,0.0,0.1,6.8
"2023-02-09T10:52:29+01:00",20.4,612.8,328.5,1309.6,0.0,0.1,6.7
"2023-02-09T10:53:29+01:00",20.4,612.9,328.5,1318.7,0.0,0.1,6.8
"2023-02-09T10:54:21+01:00",20.4,612.9,328.5,1324.6,0.0,0.1,6.8
"2023-02-09T10:55:29+01:00",20.4,612.9,328.5,1329.3,0.0,0.1,6.8
"2023-02-09T10:56:21+01:00",20.4,612.9,328.5,1333.3,0.0,0.1,6.8
"2023-02-09T10:57:21+01:00",20.4,612.9,328.5,1337.1,0.0,0.1,6.8
"2023-02-09T10:58:50+01:00",20.4,612.5,328.0,1346.8,0.0,0.1,6.8
"2023-02-09T10:59:29+01:00",20.4,612.5,328.0,1349.4,0.0,0.1,6.8
"2023-02-09T11:00:21+01:00",20.4,612.7,328.2,1386.6,0.0,0.1,6.8
"2023-02-09T11:01:21+01:00",20.4,612.7,328.2,1390.3,0.0,0.1,6.8
"2023-02-09T11:02:29+01:00",20.4,612.8,328.2,1394.5,0.0,0.1,6.8
"2023-02-09T11:03:21+01:00",20.4,612.8,328.2,1399.0,0.0,0.1,6.8
"2023-02-09T11:04:50+01:00",20.4,613.0,328.2,1407.0,0.0,0.1,6.7
"2023-02-09T11:05:29+01:00",20.4,613.0,328.2,1404.6,0.0,0.1,6.7
"2023-02-09T11:06:19+01:00",20.4,613.1,328.2,1411.3,0.0,0.1,6.7
"2023-02-09T11:07:29+01:00",20.4,613.1,328.2,1415.7,0.0,0.1,6.7
"2023-02-09T11:08:29+01:00",20.4,613.1,328.2,1419.9,0.0,0.1,6.7
"2023-02-09T11:09:21+01:00",20.4,613.1,328.2,1425.7,0.0,0.1,6.8
"2023-02-09T11:10:50+01:00",22.8,722.8,377.7,1570.1,0.0,0.1,7.8
"2023-02-09T11:11:21+01:00",22.7,716.8,377.2,1546.3,0.0,0.1,7.6
"2023-02-09T11:12:21+01:00",22.8,721.1,377.3,1574.6,0.0,0.1,7.6
"2023-02-09T11:13:29+01:00",23.0,699.1,354.9,1588.9,0.0,0.1,7.9
"2023-02-09T11:14:29+01:00",25.1,704.8,357.1,1673.1,0.0,0.1,8.4
"2023-02-09T11:15:21+01:00",25.1,704.3,357.1,1670.3,0.0,0.1,8.4
"2023-02-09T11:16:21+01:00",25.1,704.3,357.1,1672.6,0.0,0.1,8.3
"2023-02-09T11:17:29+01:00",25.0,695.5,348.3,1671.6,0.0,0.1,8.3
"2023-02-09T11:18:21+01:00",25.0,695.5,348.3,1677.4,0.0,0.1,8.3
"2023-02-09T11:19:29+01:00",25.0,694.8,348.1,1509.0,0.0,0.1,8.2
"2023-02-09T11:20:29+01:00",23.7,686.9,335.9,1444.7,0.0,0.1,8.0
"2023-02-09T11:21:21+01:00",23.8,691.0,340.3,1447.6,0.0,0.1,7.9
"2023-02-09T11:22:50+01:00",23.8,689.1,338.4,1488.0,0.0,0.1,7.9
"2023-02-09T11:23:29+01:00",23.8,689.2,338.5,1489.9,0.0,0.1,7.9
"2023-02-09T11:24:21+01:00",23.8,689.7,339.0,1496.5,0.0,0.1,7.8
"2023-02-09T11:25:29+01:00",23.8,689.5,339.0,1500.9,0.0,0.1,7.8
"2023-02-09T11:26:21+01:00",23.8,689.5,339.0,1504.1,0.0,0.1,7.8
"2023-02-09T11:27:21+01:00",23.8,689.3,339.0,1507.6,0.0,0.1,7.8
"2023-02-09T11:28:50+01:00",23.8,692.0,338.6,1482.3,0.0,0.1,7.9
"2023-02-09T11:29:29+01:00",23.8,692.0,338.6,1483.9,0.0,0.1,7.9
"2023-02-09T11:30:21+01:00",23.8,692.0,338.6,1486.8,0.0,0.1,7.8
"2023-02-09T11:31:21+01:00",23.8,692.0,338.6,1489.9,0.0,0.1,7.8
"2023-02-09T11:32:29+01:00",23.8,692.0,338.6,1494.6,0.0,0.1,7.8
"2023-02-09T11:33:21+01:00",23.8,692.0,338.6,1498.9,0.0,0.1,7.8
"2023-02-09T11:34:50+01:00",23.8,689.8,336.3,1541.6,0.0,0.1,7.8
"2023-02-09T11:35:29+01:00",23.8,692.3,338.9,1544.2,0.0,0.1,7.8
"2023-02-09T11:36:19+01:00",23.8,693.0,339.6,1547.9,0.0,0.1,7.8
"2023-02-09T11:37:29+01:00",24.1,714.3,345.2,1619.6,0.0,0.1,8.4
"2023-02-09T11:38:14+01:00",24.9,704.9,338.4,1605.4,0.0,0.1,8.4
"2023-02-09T11:39:21+01:00",24.8,703.9,338.1,1608.7,0.0,0.1,8.4
"2023-02-09T11:40:50+01:00",25.2,678.8,308.5,1645.0,0.0,0.1,8.5
"2023-02-09T11:41:21+01:00",25.1,678.7,308.5,1644.5,0.0,0.1,8.4
"2023-02-09T11:42:19+01:00",25.1,678.7,308.5,1646.6,0.0,0.1,8.4
"2023-02-09T11:43:29+01:00",25.1,678.6,308.3,1652.5,0.0,0.1,8.3
"2023-02-09T11:44:29+01:00",25.2,678.5,308.3,1659.5,0.0,0.1,8.3
"2023-02-09T11:45:21+01:00",25.2,678.5,308.3,1662.9,0.0,0.1,8.3
"2023-02-09T11:46:21+01:00",25.1,678.5,308.3,1581.2,0.0,0.1,8.3
"2023-02-09T11:47:29+01:00",25.0,678.6,308.3,1473.9,0.0,0.1,8.3
"2023-02-09T11:48:21+01:00",25.0,678.6,308.3,1482.8,0.0,0.1,8.3
"2023-02-09T11:49:29+01:00",25.0,678.6,308.3,1490.5,0.0,0.1,8.2
"2023-02-09T11:50:29+01:00",25.0,678.7,308.3,1494.7,0.0,0.1,8.2
"2023-02-09T11:51:21+01:00",25.0,678.7,308.3,1498.0,0.0,0.1,8.2
"2023-02-09T11:52:50+01:00",25.0,678.9,308.3,1506.5,0.0,0.1,8.3
"2023-02-09T11:53:29+01:00",25.0,678.9,308.3,1508.5,0.0,0.1,8.2
"2023-02-09T11:54:21+01:00",25.0,678.9,308.3,1514.1,0.0,0.1,8.2
"2023-02-09T11:55:29+01:00",25.0,678.8,308.3,1518.0,0.0,0.1,8.2
"2023-02-09T11:56:21+01:00",25.0,678.8,308.3,1521.6,0.0,0.1,8.2
"2023-02-09T11:57:21+01:00",25.0,678.9,308.3,1525.7,0.0,0.1,8.2
"2023-02-09T11:58:50+01:00",25.0,678.9,308.3,1533.9,0.0,0.1,8.3
"2023-02-09T11:59:29+01:00",25.0,679.0,308.3,1536.6,0.0,0.1,8.3
"2023-02-09T12:00:21+01:00",25.0,678.9,308.3,1539.7,0.0,0.1,8.3
"2023-02-09T12:01:21+01:00",25.0,679.1,308.3,1543.4,0.0,0.1,8.3
"2023-02-09T12:02:29+01:00",25.0,679.1,308.3,1547.9,0.0,0.1,8.3
"2023-02-09T12:03:21+01:00",25.0,679.2,308.4,1555.3,0.0,0.1,8.3
"2023-02-09T12:04:50+01:00",25.0,679.3,308.4,1563.3,0.0,0.1,8.3
"2023-02-09T12:05:29+01:00",25.0,679.3,308.4,1565.1,0.0,0.1,8.3
"2023-02-09T12:06:21+01:00",25.0,679.3,308.5,1570.6,0.0,0.1,8.3
"2023-02-09T12:07:29+01:00",25.0,679.3,308.4,1580.8,0.0,0.1,8.3
"2023-02-09T12:08:29+01:00",25.1,680.1,309.2,1621.9,0.0,0.1,8.3
"2023-02-09T12:09:21+01:00",24.8,705.7,334.0,1612.1,0.0,0.1,8.4
"2023-02-09T12:10:50+01:00",24.8,705.7,334.0,1613.5,0.0,0.1,8.3
"2023-02-09T12:11:21+01:00",24.8,705.7,334.0,1616.0,0.0,0.1,8.3
"2023-02-09T12:12:21+01:00",24.8,705.7,334.0,1618.7,0.0,0.1,8.3
"2023-02-09T12:13:29+01:00",24.8,705.7,334.1,1624.6,0.0,0.1,8.3
"2023-02-09T12:14:17+01:00",24.8,705.7,334.1,1580.4,0.0,0.1,8.3
"2023-02-09T12:15:21+01:00",24.8,705.7,334.1,1576.1,0.0,0.1,8.3
"2023-02-09T12:16:21+01:00",24.8,705.7,334.1,1576.4,0.0,0.1,8.3
"2023-02-09T12:17:50+01:00",24.8,705.7,334.1,1583.3,0.0,0.1,8.3
"2023-02-09T12:18:21+01:00",24.8,705.7,334.1,1583.3,0.0,0.1,8.3
"2023-02-09T12:19:29+01:00",24.8,705.7,334.1,1584.0,0.0,0.1,8.2
"2023-02-09T12:20:29+01:00",24.8,706.6,334.1,1586.9,0.0,0.1,8.3
"2023-02-09T12:21:19+01:00",24.8,706.6,334.1,1587.2,0.0,0.1,8.3
"2023-02-09T12:22:29+01:00",24.8,706.6,334.1,1589.0,0.0,0.1,8.3
"2023-02-09T12:23:29+01:00",24.8,706.6,334.1,1591.0,0.0,0.1,8.3
"2023-02-09T12:24:21+01:00",24.8,706.8,334.1,1593.8,0.0,0.1,8.3
"2023-02-09T12:25:50+01:00",24.8,718.9,334.1,1595.8,0.0,0.1,8.3
"2023-02-09T12:26:21+01:00",24.8,718.9,334.1,1596.0,0.0,0.1,8.3
"2023-02-09T12:27:20+01:00",24.8,718.9,334.1,1599.8,0.0,0.1,8.3
"2023-02-09T12:28:29+01:00",24.8,718.9,334.1,1604.1,0.0,0.1,8.3
"2023-02-09T12:29:29+01:00",24.8,718.7,334.1,1604.4,0.0,0.1,8.3
"2023-02-09T12:30:21+01:00",24.8,718.7,334.1,1604.1,0.0,0.1,8.3
"2023-02-09T12:31:21+01:00",24.8,718.7,334.1,1604.7,0.0,0.1,8.3
"2023-02-09T12:32:29+01:00",24.8,718.7,334.1,1605.3,0.0,0.1,8.3
"2023-02-09T12:33:21+01:00",24.8,718.7,334.1,1607.7,0.0,0.1,8.3
"2023-02-09T12:34:29+01:00",24.8,718.7,334.1,1608.9,0.0,0.1,8.3
"2023-02-09T12:35:29+01:00",24.8,718.7,334.1,1609.1,0.0,0.1,8.3
"2023-02-09T12:36:21+01:00",24.8,718.7,334.1,1609.2,0.0,0.1,8.3
"2023-02-09T12:37:50+01:00",24.8,719.0,334.4,1615.3,0.0,0.1,8.4
"2023-02-09T12:38:29+01:00",24.8,719.0,334.4,1614.9,0.0,0.1,8.3
"2023-02-09T12:39:21+01:00",24.8,719.1,334.4,1615.4,0.0,0.1,8.3
"2023-02-09T12:40:29+01:00",24.8,719.1,334.4,1615.7,0.0,0.1,8.3
"2023-02-09T12:41:21+01:00",24.8,719.1,334.4,1615.8,0.0,0.1,8.3
"2023-02-09T12:42:21+01:00",24.8,719.1,334.4,1612.4,0.0,0.1,8.3
"2023-02-09T12:43:50+01:00",24.8,719.1,334.4,1597.2,0.0,0.1,8.3
"2023-02-09T12:44:29+01:00",24.8,797.5,334.4,1610.5,0.0,0.1,8.3
"2023-02-09T12:45:21+01:00",24.8,797.5,334.4,1614.0,0.0,0.1,8.3
"2023-02-09T12:46:21+01:00",24.8,797.5,334.4,1617.6,0.0,0.1,8.3
"2023-02-09T12:47:29+01:00",24.8,797.5,334.4,1621.5,0.0,0.1,8.3
"2023-02-09T12:48:21+01:00",24.8,797.8,334.4,1626.8,0.0,0.1,8.3
"2023-02-09T12:49:50+01:00",24.8,797.5,334.4,1632.4,0.0,0.1,8.3
"2023-02-09T12:50:29+01:00",24.8,797.5,334.4,1634.9,0.0,0.1,8.3
"2023-02-09T12:51:19+01:00",24.8,797.5,334.4,1637.9,0.0,0.1,8.3
"2023-02-09T12:52:29+01:00",24.8,797.5,334.4,1641.8,0.0,0.1,8.3
"2023-02-09T12:53:29+01:00",24.9,797.5,334.4,1647.1,0.0,0.1,8.3
"2023-02-09T12:54:20+01:00",24.9,797.5,334.4,1650.5,0.0,0.1,8.2
"2023-02-09T12:55:50+01:00",24.9,797.5,334.4,1656.2,0.0,0.1,8.2
"2023-02-09T12:56:21+01:00",24.9,797.5,334.4,1657.9,0.0,0.1,8.2
"2023-02-09T12:57:21+01:00",25.0,797.5,334.4,1661.6,0.0,0.1,8.2
"2023-02-09T12:58:29+01:00",25.0,797.2,334.1,1667.2,0.0,0.1,8.3
"2023-02-09T12:59:29+01:00",25.0,797.2,334.1,1671.0,0.0,0.1,8.3
"2023-02-09T13:00:21+01:00",25.0,797.2,334.1,1674.1,0.0,0.1,8.3
"2023-02-09T13:01:21+01:00",25.1,797.2,334.1,1678.0,0.0,0.1,8.3
"2023-02-09T13:02:29+01:00",25.1,797.4,334.2,1720.8,0.0,0.1,8.3
"2023-02-09T13:03:20+01:00",25.1,797.4,334.2,1724.9,0.0,0.1,8.3
"2023-02-09T13:04:29+01:00",25.1,797.4,334.2,1729.1,0.0,0.1,8.2
"2023-02-09T13:05:29+01:00",25.2,797.2,334.2,1733.2,0.0,0.1,8.2
"2023-02-09T13:06:21+01:00",25.2,797.2,334.2,1735.6,0.0,0.1,8.2
"2023-02-09T13:07:32+01:00",25.2,797.2,334.2,1776.7,0.0,0.1,8.3
"2023-02-09T13:08:29+01:00",25.2,797.5,334.5,1814.0,0.0,0.1,8.3
"2023-02-09T13:09:19+01:00",25.3,797.5,334.5,1811.7,0.0,0.1,8.2
"2023-02-09T13:10:29+01:00",25.3,797.5,334.5,1755.9,0.0,0.1,8.2
"2023-02-09T13:11:16+01:00",25.3,797.5,334.5,1758.8,0.0,0.1,8.3
"2023-02-09T13:12:21+01:00",25.3,797.6,334.6,1790.0,0.0,0.1,8.4
"2023-02-09T13:13:50+01:00",25.4,797.6,334.6,1701.3,0.0,0.1,8.4
"2023-02-09T13:14:29+01:00",25.4,797.7,334.7,1737.4,0.0,0.1,8.4
"2023-02-09T13:15:21+01:00",25.4,797.5,334.6,1740.5,0.0,0.1,8.3
"2023-02-09T13:16:08+01:00",25.4,797.5,334.6,1742.2,0.0,0.1,8.4
"2023-02-09T13:17:29+01:00",25.5,797.5,334.6,1751.1,0.0,0.1,8.3
"2023-02-09T13:18:21+01:00",25.5,797.5,334.6,1756.2,0.0,0.1,8.3
"2023-02-09T13:19:32+01:00",25.5,797.5,334.6,1760.3,0.0,0.1,8.3
"2023-02-09T13:20:29+01:00",25.5,797.5,334.6,1763.8,0.0,0.1,8.3
"2023-02-09T13:21:21+01:00",25.6,797.5,334.6,1767.1,0.0,0.1,8.3
"2023-02-09T13:22:29+01:00",25.6,797.5,334.6,1774.3,0.0,0.1,8.3
"2023-02-09T13:23:29+01:00",25.6,797.2,334.2,1807.6,0.0,0.1,8.3
"2023-02-09T13:24:21+01:00",25.7,797.2,334.2,1814.7,0.0,0.1,8.3
"2023-02-09T13:25:50+01:00",25.7,797.2,334.2,1854.5,0.0,0.1,8.3
"2023-02-09T13:26:21+01:00",21.8,795.0,332.0,1683.5,0.0,0.1,6.7
"2023-02-09T13:27:21+01:00",23.1,775.7,312.1,1741.3,0.0,0.1,7.2
"2023-02-09T13:28:29+01:00",23.3,789.6,324.9,1783.3,0.0,0.1,7.3
"2023-02-09T13:29:29+01:00",23.3,786.0,321.3,1789.2,0.0,0.1,7.1
"2023-02-09T13:30:21+01:00",23.3,785.9,321.2,1787.5,0.0,0.1,7.1
"2023-02-09T13:31:21+01:00",23.3,785.9,321.2,1792.6,0.0,0.1,7.1
"2023-02-09T13:32:29+01:00",23.4,786.0,321.3,1805.8,0.0,0.1,7.1
"2023-02-09T13:33:21+01:00",23.3,785.7,321.0,1669.8,0.0,0.1,7.1
"2023-02-09T13:34:29+01:00",23.3,786.0,321.3,1675.8,0.0,0.1,7.1
"2023-02-09T13:35:29+01:00",23.3,785.9,321.2,1685.1,0.0,0.1,7.1
"2023-02-09T13:36:19+01:00",23.4,785.7,321.0,1686.5,0.0,0.1,7.0
"2023-02-09T13:37:50+01:00",23.4,785.7,321.0,1702.5,0.0,0.1,7.1
"2023-02-09T13:38:29+01:00",23.4,785.9,321.2,1707.0,0.0,0.1,7.1
"2023-02-09T13:39:21+01:00",23.4,785.9,321.2,1708.7,0.0,0.1,7.0
"2023-02-09T13:40:29+01:00",23.4,785.9,321.2,1700.0,0.0,0.1,7.1
