"timestamp","user.slice/user-99520.slice/user@99520.service/app.slice::memory.current","user.slice/user-99520.slice/user@99520.service/background.slice::memory.current","user.slice/user-99520.slice/user@99520.service/init.scope::memory.current","user.slice/user-99520.slice/user@99520.service/session.slice::memory.current"
"2023-02-09T09:59:29+01:00",8465.6,1317.0,2.5,31.6
"2023-02-09T10:00:02+01:00",8483.2,1317.9,2.5,31.6
"2023-02-09T10:01:03+01:00",8472.1,1305.3,2.5,31.6
"2023-02-09T10:02:29+01:00",8481.7,1302.3,2.5,31.6
"2023-02-09T10:03:20+01:00",8489.4,1303.1,2.5,31.6
"2023-02-09T10:04:50+01:00",8468.9,1305.2,2.5,31.6
"2023-02-09T10:05:29+01:00",8464.3,1303.2,2.5,31.6
"2023-02-09T10:06:20+01:00",8469.0,1303.9,2.5,31.6
"2023-02-09T10:07:29+01:00",8478.8,1303.7,2.5,31.6
"2023-02-09T10:08:14+01:00",8490.8,1306.9,2.5,31.6
"2023-02-09T10:09:20+01:00",8514.1,1305.0,2.5,31.6
"2023-02-09T10:10:50+01:00",8517.5,1306.6,2.5,31.6
"2023-02-09T10:11:21+01:00",8520.0,1304.7,2.5,31.6
"2023-02-09T10:12:20+01:00",8525.5,1305.9,2.5,31.6
"2023-02-09T10:13:29+01:00",8523.6,1309.0,2.5,31.6
"2023-02-09T10:14:29+01:00",8593.6,1309.4,2.5,31.6
"2023-02-09T10:15:21+01:00",8518.0,1308.8,2.5,31.6
"2023-02-09T10:16:21+01:00",8666.1,1308.9,2.5,31.6
"2023-02-09T10:17:29+01:00",8583.9,1307.6,2.5,31.6
"2023-02-09T10:18:21+01:00",8594.5,1309.3,2.5,31.6
"2023-02-09T10:19:29+01:00",8733.9,1309.8,2.5,31.6
"2023-02-09T10:20:29+01:00",8732.8,1309.5,2.5,31.6
"2023-02-09T10:21:19+01:00",8701.6,1309.9,2.5,31.6
"2023-02-09T10:22:50+01:00",8647.2,1310.8,2.5,31.6
"2023-02-09T10:23:29+01:00",8717.7,1310.3,2.5,31.6
"2023-02-09T10:24:21+01:00",8706.4,1310.4,2.5,31.6
"2023-02-09T10:25:29+01:00",8792.5,1309.0,2.5,31.6
"2023-02-09T10:26:21+01:00",8680.2,1310.5,2.5,31.6
"2023-02-09T10:27:21+01:00",8774.2,1308.7,2.5,31.6
"2023-02-09T10:28:50+01:00",8955.1,1311.4,2.5,31.6
"2023-02-09T10:29:29+01:00",8876.9,1308.8,2.5,31.6
"2023-02-09T10:30:21+01:00",8938.3,1311.1,2.5,31.6
"2023-02-09T10:31:21+01:00",8967.7,1311.7,2.5,31.6
"2023-02-09T10:32:29+01:00",8925.0,1311.0,2.5,31.6
"2023-02-09T10:33:21+01:00",8806.0,1342.1,2.5,31.7
"2023-02-09T10:34:50+01:00",8955.3,1373.0,2.5,31.7
"2023-02-09T10:35:29+01:00",8870.2,1337.7,2.5,31.7
"2023-02-09T10:36:21+01:00",8882.3,1335.6,2.5,31.7
"2023-02-09T10:37:29+01:00",8889.6,1339.8,2.5,31.7
"2023-02-09T10:38:14+01:00",8997.2,1331.5,2.5,31.7
"2023-02-09T10:39:20+01:00",9042.8,1398.0,2.5,31.7
"2023-02-09T10:40:50+01:00",9051.2,1329.9,2.5,31.7
"2023-02-09T10:41:21+01:00",8984.9,1328.5,2.5,31.7
"2023-02-09T10:42:21+01:00",9043.8,1315.6,2.5,31.7
"2023-02-09T10:43:29+01:00",9163.9,1314.3,2.5,31.7
"2023-02-09T10:44:50+01:00",9261.0,1314.1,2.5,31.7
"2023-02-09T10:45:11+01:00",9269.4,1315.8,2.5,31.7
"2023-02-09T10:46:21+01:00",9925.4,1322.4,2.5,31.7
"2023-02-09T10:47:29+01:00",9873.0,1330.1,2.5,31.7
"2023-02-09T10:48:02+01:00",9917.6,1330.1,2.5,31.7
"2023-02-09T10:49:29+01:00",9274.7,1340.5,2.5,31.7
"2023-02-09T10:50:50+01:00",9142.0,1329.6,2.5,31.7
"2023-02-09T10:51:21+01:00",9061.2,1330.5,2.5,31.7
"2023-02-09T10:52:29+01:00",9028.0,1329.8,2.5,31.7
"2023-02-09T10:53:29+01:00",9055.5,1326.0,2.5,31.7
"2023-02-09T10:54:21+01:00",9059.0,1326.4,2.5,31.7
"2023-02-09T10:55:29+01:00",9104.1,1328.2,2.5,31.7
"2023-02-09T10:56:21+01:00",9034.4,1325.5,2.5,31.7
"2023-02-09T10:57:21+01:00",9133.6,1327.5,2.5,31.7
"2023-02-09T10:58:50+01:00",9125.2,1332.5,2.5,31.7
"2023-02-09T10:59:29+01:00",9145.3,1343.9,2.5,31.7
"2023-02-09T11:00:21+01:00",9269.8,1335.8,2.5,31.7
"2023-02-09T11:01:21+01:00",9280.8,1336.0,2.5,31.7
"2023-02-09T11:02:29+01:00",9190.6,1335.4,2.5,31.7
"2023-02-09T11:03:21+01:00",9223.7,1336.9,2.5,31.7
"2023-02-09T11:04:50+01:00",9258.1,1329.8,2.5,31.7
"2023-02-09T11:05:29+01:00",9240.8,1327.8,2.5,31.7
"2023-02-09T11:06:19+01:00",9333.3,1330.0,2.5,31.7
"2023-02-09T11:07:29+01:00",9269.7,1328.6,2.5,31.7
"2023-02-09T11:08:29+01:00",9306.2,1327.7,2.5,31.7
"2023-02-09T11:09:21+01:00",9319.1,1330.1,2.5,31.7
"2023-02-09T11:10:50+01:00",9495.8,1330.2,2.5,31.7
"2023-02-09T11:11:21+01:00",9486.8,1328.3,2.5,31.7
"2023-02-09T11:12:21+01:00",9581.1,1330.7,2.5,31.7
"2023-02-09T11:13:29+01:00",9470.7,1329.2,2.5,31.7
"2023-02-09T11:14:29+01:00",9643.6,1330.4,2.5,31.7
"2023-02-09T11:15:21+01:00",9590.7,1331.2,2.5,31.7
"2023-02-09T11:16:21+01:00",9678.3,1329.7,2.5,31.7
"2023-02-09T11:17:29+01:00",9621.6,1331.6,2.5,31.7
"2023-02-09T11:18:21+01:00",9708.0,1331.9,2.5,31.7
"2023-02-09T11:19:29+01:00",9526.7,1331.9,2.5,31.7
"2023-02-09T11:20:29+01:00",9443.3,1331.9,2.5,31.7
"2023-02-09T11:21:21+01:00",9536.7,1332.9,2.5,31.7
"2023-02-09T11:22:50+01:00",9512.0,1332.6,2.5,31.7
"2023-02-09T11:23:29+01:00",9509.5,1332.6,2.5,31.7
"2023-02-09T11:24:21+01:00",9582.2,1331.6,2.5,31.7
"2023-02-09T11:25:29+01:00",9696.4,1370.6,2.5,31.7
"2023-02-09T11:26:21+01:00",9558.2,1345.7,2.5,31.7
"2023-02-09T11:27:21+01:00",9597.6,1346.8,2.5,31.7
"2023-02-09T11:28:50+01:00",9590.1,1337.2,2.5,31.7
"2023-02-09T11:29:29+01:00",9580.7,1337.4,2.5,31.7
"2023-02-09T11:30:21+01:00",9561.8,1337.0,2.5,31.7
"2023-02-09T11:31:21+01:00",9598.6,1337.4,2.5,31.7
"2023-02-09T11:32:29+01:00",9578.8,1336.6,2.5,31.7
"2023-02-09T11:33:21+01:00",9593.9,1334.0,2.5,31.7
"2023-02-09T11:34:50+01:00",9591.7,1337.1,2.5,31.7
"2023-02-09T11:35:29+01:00",9595.0,1337.3,2.5,31.7
"2023-02-09T11:36:19+01:00",9625.7,1373.7,2.5,31.7
"2023-02-09T11:37:29+01:00",9708.3,1344.4,2.5,31.7
"2023-02-09T11:38:14+01:00",9687.3,1346.7,2.5,31.7
"2023-02-09T11:39:21+01:00",9748.1,1343.8,2.5,31.7
"2023-02-09T11:40:50+01:00",9780.0,1346.4,2.5,31.7
"2023-02-09T11:41:21+01:00",9839.5,1344.4,2.5,31.7
"2023-02-09T11:42:19+01:00",9846.7,1347.3,2.5,31.7
"2023-02-09T11:43:29+01:00",9743.8,1347.0,2.5,31.7
"2023-02-09T11:44:29+01:00",9834.3,1349.7,2.5,31.7
"2023-02-09T11:45:21+01:00",9838.4,1363.8,2.5,31.7
"2023-02-09T11:46:21+01:00",9776.8,1376.1,2.5,31.7
"2023-02-09T11:47:29+01:00",9647.0,1376.2,2.5,31.7
"2023-02-09T11:48:21+01:00",9756.8,1377.2,2.5,31.7
"2023-02-09T11:49:29+01:00",9717.8,1375.1,2.5,31.7
"2023-02-09T11:50:29+01:00",9691.8,1377.8,2.5,31.7
"2023-02-09T11:51:21+01:00",9755.2,1376.1,2.5,31.7
"2023-02-09T11:52:50+01:00",9750.3,1380.5,2.5,31.7
"2023-02-09T11:53:29+01:00",9786.6,1378.5,2.5,31.7
"2023-02-09T11:54:21+01:00",9689.1,1382.2,2.5,31.7
"2023-02-09T11:55:29+01:00",9663.0,1406.3,2.5,31.7
"2023-02-09T11:56:21+01:00",9740.7,1438.6,2.5,31.7
"2023-02-09T11:57:21+01:00",9754.1,1439.4,2.5,31.7
"2023-02-09T11:58:50+01:00",9854.5,1444.1,2.5,31.7
"2023-02-09T11:59:29+01:00",9858.9,1445.1,2.5,31.7
"2023-02-09T12:00:21+01:00",9760.9,1446.4,2.5,31.7
"2023-02-09T12:01:21+01:00",9852.3,1504.1,2.5,31.7
"2023-02-09T12:02:29+01:00",9898.1,1477.9,2.5,31.7
"2023-02-09T12:03:21+01:00",9741.8,1479.3,2.5,31.7
"2023-02-09T12:04:50+01:00",9778.1,1481.4,2.5,31.7
"2023-02-09T12:05:29+01:00",9852.5,1481.0,2.5,31.7
"2023-02-09T12:06:21+01:00",9792.4,1480.8,2.5,31.7
"2023-02-09T12:07:29+01:00",9861.4,1479.0,2.5,31.7
"2023-02-09T12:08:29+01:00",9947.0,1482.1,2.5,31.7
"2023-02-09T12:09:21+01:00",9938.9,1481.9,2.5,31.7
"2023-02-09T12:10:50+01:00",10077.1,1484.3,2.5,31.7
"2023-02-09T12:11:21+01:00",9990.8,1482.3,2.5,31.7
"2023-02-09T12:12:21+01:00",9972.6,1483.9,2.5,31.7
"2023-02-09T12:13:29+01:00",9999.3,1484.6,2.5,31.7
"2023-02-09T12:14:17+01:00",9957.1,1484.2,2.5,31.7
"2023-02-09T12:15:21+01:00",9975.9,1484.1,2.5,31.7
"2023-02-09T12:16:21+01:00",9977.4,1484.1,2.5,31.7
"2023-02-09T12:17:50+01:00",9980.8,1484.4,2.5,31.7
"2023-02-09T12:18:21+01:00",9987.9,1484.8,2.5,31.7
"2023-02-09T12:19:29+01:00",9985.9,1480.8,2.5,31.7
"2023-02-09T12:20:29+01:00",9992.1,1482.6,2.5,31.7
"2023-02-09T12:21:19+01:00",9995.6,1483.4,2.5,31.7
"2023-02-09T12:22:29+01:00",10015.9,1482.9,2.5,31.7
"2023-02-09T12:23:29+01:00",10033.6,1482.6,2.5,31.7
"2023-02-09T12:24:21+01:00",10038.9,1483.3,2.5,31.7
"2023-02-09T12:25:50+01:00",10087.0,1484.1,2.5,31.7
"2023-02-09T12:26:21+01:00",10085.9,1483.6,2.5,31.7
"2023-02-09T12:27:20+01:00",10093.0,1483.4,2.5,31.7
"2023-02-09T12:28:29+01:00",10098.1,1481.3,2.5,31.7
"2023-02-09T12:29:29+01:00",10097.1,1481.8,2.5,31.7
"2023-02-09T12:30:21+01:00",10098.1,1481.9,2.5,31.7
"2023-02-09T12:31:21+01:00",10091.7,1481.6,2.5,31.7
"2023-02-09T12:32:29+01:00",10090.0,1481.7,2.5,31.7
"2023-02-09T12:33:21+01:00",10093.4,1482.1,2.5,31.7
"2023-02-09T12:34:29+01:00",10090.7,1484.4,2.5,31.7
"2023-02-09T12:35:29+01:00",10091.4,1484.9,2.5,31.7
"2023-02-09T12:36:21+01:00",10090.4,1488.9,2.5,31.7
"2023-02-09T12:37:50+01:00",10102.9,1521.4,2.5,31.7
"2023-02-09T12:38:29+01:00",10106.5,1484.7,2.5,31.7
"2023-02-09T12:39:21+01:00",10107.3,1483.4,2.5,31.7
"2023-02-09T12:40:29+01:00",10104.8,1483.6,2.5,31.7
"2023-02-09T12:41:21+01:00",10104.7,1482.6,2.5,31.7
"2023-02-09T12:42:21+01:00",10096.5,1483.5,2.5,31.7
"2023-02-09T12:43:50+01:00",10082.5,1485.9,2.5,31.7
"2023-02-09T12:44:29+01:00",10180.2,1483.2,2.5,31.7
"2023-02-09T12:45:21+01:00",10182.1,1483.6,2.5,31.7
"2023-02-09T12:46:21+01:00",10184.3,1483.6,2.5,31.7
"2023-02-09T12:47:29+01:00",10193.8,1483.1,2.5,31.7
"2023-02-09T12:48:21+01:00",10205.4,1483.9,2.5,31.7
"2023-02-09T12:49:50+01:00",10208.2,1485.3,2.5,31.7
"2023-02-09T12:50:29+01:00",10209.8,1483.4,2.5,31.7
"2023-02-09T12:51:19+01:00",10211.6,1486.3,2.5,31.7
"2023-02-09T12:52:29+01:00",10216.4,1484.1,2.5,31.7
"2023-02-09T12:53:29+01:00",10220.4,1483.8,2.5,31.7
"2023-02-09T12:54:20+01:00",10221.1,1484.9,2.5,31.7
"2023-02-09T12:55:50+01:00",10226.9,1486.5,2.5,31.7
"2023-02-09T12:56:21+01:00",10225.1,1484.8,2.5,31.7
"2023-02-09T12:57:21+01:00",10236.9,1484.7,2.5,31.7
"2023-02-09T12:58:29+01:00",10246.2,1484.9,2.5,31.7
"2023-02-09T12:59:29+01:00",10251.1,1485.5,2.5,31.7
"2023-02-09T13:00:21+01:00",10251.2,1485.0,2.5,31.7
"2023-02-09T13:01:21+01:00",10245.4,1485.6,2.5,31.7
"2023-02-09T13:02:29+01:00",10355.2,1491.1,2.5,31.7
"2023-02-09T13:03:20+01:00",10299.8,1491.2,2.5,31.7
"2023-02-09T13:04:29+01:00",10487.3,1489.7,2.5,31.7
"2023-02-09T13:05:29+01:00",10494.9,1490.3,2.5,31.7
"2023-02-09T13:06:21+01:00",10496.6,1488.5,2.5,31.7
"2023-02-09T13:07:32+01:00",10535.6,1489.3,2.5,31.7
"2023-02-09T13:08:29+01:00",10577.3,1488.7,2.5,31.7
"2023-02-09T13:09:19+01:00",10574.2,1491.4,2.5,31.7
"2023-02-09T13:10:29+01:00",10517.5,1489.5,2.5,31.7
"2023-02-09T13:11:16+01:00",10520.0,1491.5,2.5,31.7
"2023-02-09T13:12:21+01:00",10580.1,1490.2,2.5,31.7
"2023-02-09T13:13:50+01:00",10484.8,1491.9,2.5,31.7
"2023-02-09T13:14:29+01:00",10586.1,1490.5,2.5,31.7
"2023-02-09T13:15:21+01:00",10555.9,1492.0,2.5,31.7
"2023-02-09T13:16:08+01:00",10563.2,1492.4,2.5,31.7
"2023-02-09T13:17:29+01:00",10545.9,1492.1,2.5,31.7
"2023-02-09T13:18:21+01:00",10561.7,1489.8,2.5,31.7
"2023-02-09T13:19:32+01:00",10551.2,1494.0,2.5,31.7
"2023-02-09T13:20:29+01:00",10555.2,1493.4,2.5,31.7
"2023-02-09T13:21:21+01:00",10557.5,1494.1,2.5,31.7
"2023-02-09T13:22:29+01:00",10570.3,1492.6,2.5,31.7
"2023-02-09T13:23:29+01:00",10598.2,1491.8,2.5,31.7
"2023-02-09T13:24:21+01:00",10607.1,1492.1,2.5,31.7
"2023-02-09T13:25:50+01:00",10641.6,1494.5,2.5,31.7
"2023-02-09T13:26:21+01:00",10492.0,1495.7,2.5,31.7
"2023-02-09T13:27:21+01:00",10573.3,1492.8,2.5,31.7
"2023-02-09T13:28:29+01:00",10633.8,1493.0,2.5,31.7
"2023-02-09T13:29:29+01:00",10707.8,1492.5,2.5,31.7
"2023-02-09T13:30:21+01:00",10694.1,1492.6,2.5,31.7
"2023-02-09T13:31:21+01:00",10676.5,1492.2,2.5,31.7
"2023-02-09T13:32:29+01:00",10735.4,1491.4,2.5,31.7
"2023-02-09T13:33:21+01:00",10576.6,1491.8,2.5,31.7
"2023-02-09T13:34:29+01:00",10570.3,1491.9,2.5,31.7
"2023-02-09T13:35:29+01:00",10587.1,1491.8,2.5,31.7
"2023-02-09T13:36:19+01:00",10585.2,1498.8,2.5,31.7
"2023-02-09T13:37:50+01:00",10629.2,1493.9,2.5,31.7
"2023-02-09T13:38:29+01:00",10619.3,1491.9,2.5,31.7
"2023-02-09T13:39:21+01:00",10643.2,1490.9,2.5,31.7
"2023-02-09T13:40:29+01:00",10582.5,1491.0,2.5,31.7
